"SKILL_CODE","CHANNEL","KEYWORDS","ACTION_TYPE","JUMP_TARGET","MCP_PARAMS","EXTRA_PARAMS","CREATED_AT","UPDATED_AT","NAME"
asset_withdrawal_restriction_setting,JZYY,"- ""禁取资产设置""
- ""设禁取资产""
- ""禁取资产""
- ""抵押资产可疑账户禁取""",JUMP,"20142",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,禁取资产设置
auxiliary_account_transfer_restriction,JZYY,"- ""辅账户转账限制""
- ""限制客户辅资金账户之间的资金划转业务""
- ""限制客户主辅资金账户之间的资金划转业务""
- ""限制客户辅资金账户转账功能""",JUMP,"20181",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,辅账户转账限制
beneficial_owner_verification,JZYY,"- ""受益所有人核查""",JUMP,"20331",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,受益所有人核查
bind_seat_setting,JZYY,"- ""绑定席位设置""
- ""证券账户使用席位调整""
- ""设绑定席位""
- ""绑定席位""",JUMP,"20346",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,绑定席位设置
bond_conversion_ratio_setting,JZYY,"- ""债券折合比例设置""
- ""设债券折合比例""
- ""债券折合比例""",JUMP,"20094",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,债券折合比例设置
branch_initial_declaration,JZYY,"- ""营业部初始申报""",JUMP,"20195",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,营业部初始申报
branch_repurchase_declaration,JZYY,"- ""营业部购回申报""",JUMP,"20303",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,营业部购回申报
capital_account_freeze,JZYY,"- ""资金账户冻结""
- ""限制资金账户操作""",JUMP,"20107",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金账户冻结
capital_account_trade_setting,JZYY,"- ""资金账户交易设置""
- ""资金账户交易行为控制""
- ""资金账户交易市场、买卖类别、证券类别、方向、证券代码设置""",JUMP,"20198",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金账户交易设置
capital_flow_write_off,JZYY,"- ""资金流水冲销""
- ""外币资金流水冲销""
- ""外币存取业务当日发错账冲销""
- ""冲销当日现金流水""",JUMP,"20194",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金流水冲销
capital_unfreeze,JZYY,"- ""资金解冻""",JUMP,"20340",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金解冻
cash_red_cancel_blue_supplement,JZYY,"- ""现金红冲蓝补""",JUMP,"20348",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,现金红冲蓝补
cifaccount_trade_account_import,JZYY,"- ""一户通交易账号导入""",JUMP,"20344",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,一户通交易账号导入
credit_account_relationship_maintenance,JZYY,"- ""信用账户关系维护""
- ""信用账户和证券账户之间的对应关系""
- ""信用证券账户和普通证券账户之间建立对应关系""",JUMP,"20653",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,信用账户关系维护
customer_account_freeze,JZYY,"- ""客户账户冻结""",JUMP,"20013",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,客户账户冻结
customer_account_unfreeze,JZYY,"- ""客户账户解冻""",JUMP,"20014",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,客户账户解冻
customer_questionnaire_assessment,JZYY,"- ""客户问卷测评""",JUMP,"20308",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,客户问卷测评
customer_repo_risk_setting,JZYY,"- ""客户回购风险设置""
- ""设客户回购风险""
- ""客户回购风险""",JUMP,"20131",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,客户回购风险设置
customer_supplement_status_setting,JZYY,"- ""客户补充状态设置""
- ""设客户补充状态""
- ""客户补充状态""
- ""设置客户档案状态""
- ""设置存管状态""
- ""设置清理状态""""",JUMP,"20093",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,客户补充状态设置
customer_visit_handling,JZYY,"- ""客户回访处理""
- ""调整客户代码状态""
- ""恢复客户代码状态""",JUMP,"20085",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,客户回访处理
delisted_securities_share_registration_setting,JZYY,"- ""退市证券份额登记设置""
- ""设退市证券份额登记""
- ""退市证券份额登记""",JUMP,"20361",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,退市证券份额登记设置
existing_customer_agreement_resign,JZYY,"- ""存量客户协议补签""
- ""补签新版本协议""
- ""补签相关协议""",JUMP,"20089",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,存量客户协议补签
fast_system_capital_allocation,JZYY,"- ""快速系统资金调拨""",JUMP,"20341",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,快速系统资金调拨
fast_system_margin_vip_customer_setting,JZYY,"- ""快速系统两融VIP客户设置""
- ""设快速系统两融VIP客户""
- ""快速系统两融VIP客户""",JUMP,"20494",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,快速系统两融VIP客户设置
fast_system_securities_allocation,JZYY,"- ""快速系统证券调拨""
- ""顶点快速交易VIP客户资金或证券冻结""
- ""艾科朗克快速交易VIP客户资金或证券冻结""
- ""顶点快速交易VIP客户资金或证券红冲""
- ""艾科朗克快速交易VIP客户资金或证券红冲""",JUMP,"20342",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,快速系统证券调拨
forex_account_interest_settlement,JZYY,"- ""外汇账户结息归本""",JUMP,"20159",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,外汇账户结息归本
forex_bank_account_management,JZYY,"- ""外汇银行账户管理""",JUMP,"20157",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,外汇银行账户管理
forex_bank_account_unbind,JZYY,"- ""外汇银行账户解绑""",JUMP,"20158",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,外汇银行账户解绑
fund_electronic_contract_correction,JZYY,"- ""基金电子合同补正""",JUMP,"20473",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,基金电子合同补正
identity_info_send_to_bank,JZYY,"- ""身份信息发送存管银行""
- ""身份信息发银行""",JUMP,"20399",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,身份信息发银行
initial_trade_intention_entry,JZYY,"- ""初始交易意向录入""",JUMP,"20189",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,初始交易意向录入
investment_advisory_strategy_setting,JZYY,"- ""投顾策略设置""
- ""设投顾策略""
- ""投顾策略""",JUMP,"20500",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,投顾策略设置
manager_construction,JZYY,"- ""管理人构建""
- ""创建管理人账号""
- ""创建新的管理人""",JUMP,"20701",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,管理人构建
mobile_phone_inconsistency_handling,JZYY,"- ""手机号码不一致处理""",JUMP,"20375",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,手机号码不一致处理
neeq_account_identifier_add,JZYY,"- ""股转账户标识添加""",JUMP,"20307",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,股转账户标识添加
otc_product_dual_recording_sync,JZYY,"- ""OTC产品双录信息同步""",JUMP,"20356",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,OTC产品双录信息同步
partner_org_customer_risk_assessment,JZYY,"- ""合作机构客户风险测评""",JUMP,"20315",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,合作机构客户风险测评
performance_trade_intention_entry,JZYY,"- ""履约交易意向录入""",JUMP,"20190",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,履约交易意向录入
precious_metal_customer_status_setting,JZYY,"- ""贵金属客户状态设置""
- ""设贵金属客户状态""
- ""贵金属客户状态""",JUMP,"20330",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,贵金属客户状态设置
private_bond_code_correction,JZYY,"- ""私募债代码修正""",JUMP,"20095",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,私募债代码修正
product_payment_account_setting,JZYY,"- ""产品支付账户设置""
- ""设产品支付账户""
- ""产品支付账户""",JUMP,"20353",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,产品支付账户设置
repurchase_intention_entry,JZYY,"- ""购回意向录入""",JUMP,"20196",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,购回意向录入
securities_account_controlled,JZYY,"- ""证券账户受控""
- ""证券账户控制""
- ""清理“拖拉机”账户""
- ""证券账户禁止买入限制""",JUMP,"20231",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券账户受控
securities_account_freeze,JZYY,"- ""证券账户冻结""",JUMP,"20207",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券账户冻结
securities_account_release_control,JZYY,"- ""证券账户解控""",JUMP,"20489",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券账户解控
securities_account_same_id_multi_attach,JZYY,"- ""证券账户同号多挂""",JUMP,"20214",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券账户同号多挂
securities_account_special_attach,JZYY,"- ""证券账户特殊加挂""
- ""加挂和资金账户不同名的证券账户""",JUMP,"20213",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券账户特殊加挂
securities_account_unfreeze,JZYY,"- ""证券账户解冻""",JUMP,"20208",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券账户解冻
securities_blue_supplement,JZYY,"- ""证券蓝补""",JUMP,"20335",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券蓝补
securities_red_cancel,JZYY,"- ""证券红冲""",JUMP,"20336",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券红冲
securities_unfreeze,JZYY,"- ""证券解冻""",JUMP,"20338",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券解冻
set_vip_customer,JZYY,"- ""设置VIP客户""
- ""设VIP客户""
- ""VIP客户""",JUMP,"20087",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,设置VIP客户
single_side_account_adjustment,JZYY,"- ""单边账红冲蓝补""
- ""外币银证转账单边账的红冲蓝补""",JUMP,"20193",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,单边账红冲蓝补
small_dormant_freeze_release,JZYY,"- ""小额休眠冻结解除""
- ""休眠眠资金账户激活""",JUMP,"20086",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,小额休眠冻结解除
stock_repo_trading_business,JZYY,"- ""股票质押式回购交易业务""",JUMP,"20370",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,股票质押式回购交易业务
unqualified_account_activation,JZYY,"- ""不合格账户激活""",JUMP,"20072",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,不合格账户激活
unqualified_securities_account_handling,JZYY,"- ""不合格证券账户处理""
- ""不合格证券账户解除限制""
- ""解除中止交易限制""
- ""解除证券卖出限制""",JUMP,"20224",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,不合格证券账户处理
withdrawal_limit_setting,JZYY,"- ""取款额度设置""
- ""设取款额度""
- ""取款额度""",JUMP,"20197",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,取款额度设置
withdrawal_restriction_setting,JZYY,"- ""禁取资金设置""
- ""设禁取资金""
- ""禁取资金""
- ""资金流向可疑账户禁取""",JUMP,"20141",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,禁取资金设置
cancel_vip_customer,JZYY,"- ""取消VIP客户""
- ""取消VIP客户""
- ""关VIP客户""",JUMP,"20088",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,取消VIP客户
capital_unfreeze_cancel,JZYY,"- ""资金解冻取消""
- ""取消资金解冻""
- ""关资金解冻""",JUMP,"20347",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金解冻取消
customer_code_cancel,JZYY,"- ""客户代码销户""
- ""销客户代码""
- ""注销客户代码""",JUMP,"20016",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,客户代码销户
exchange_monitor_blacklist_delete,JZYY,"- ""交易所监控黑名单删除""",JUMP,"20501",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,交易所监控黑名单删除
exchange_monitor_whitelist_delete,JZYY,"- ""交易所监控白名单删除""",JUMP,"20502",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,交易所监控白名单删除
exemption_permission_cancel,JZYY,"- ""豁免权限取消""
- ""取消豁免权限""
- ""关豁免权限""",JUMP,"20256",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,豁免权限取消
forex_currency_code_cancel,JZYY,"- ""外汇货币代码销户""
- ""销外汇货币代码""
- ""注销外汇货币代码""",JUMP,"20175",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,外汇货币代码销户
forex_customer_code_cancel,JZYY,"- ""外汇客户代码销户""
- ""销外汇客户代码""
- ""注销外汇客户代码""",JUMP,"20152",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,外汇客户代码销户
fund_electronic_contract_delete,JZYY,"- ""基金电子合同删除""",JUMP,"20472",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,基金电子合同删除
fund_trading_account_cancel,JZYY,"- ""基金交易账号销户""
- ""销基金交易账号""
- ""注销基金交易账号""",JUMP,"20409",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,基金交易账号销户
gem_permission_cancel,JZYY,"- ""创业板权限取消""
- ""取消创业板权限""
- ""关创业板权限""",JUMP,"20252",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,创业板权限取消
otc_options_customer_code_cancel,JZYY,"- ""场外期权客户代码销户""
- ""销场外期权客户代码""
- ""注销场外期权客户代码""",JUMP,"20360",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,场外期权客户代码销户
preferred_stock_transfer_permission_cancel,JZYY,"- ""优先股转让权限注销""
- ""销优先股转让权限""
- ""注销优先股转让权限""
- ""取消投资者的优先股转让权限""",JUMP,"20278",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,优先股转让权限注销
return_swap_customer_code_cancel,JZYY,"- ""收益互换客户代码销户""
- ""销收益互换客户代码""
- ""注销收益互换客户代码""",JUMP,"20491",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,收益互换客户代码销户
securities_freeze_cancel,JZYY,"- ""证券冻结取消""
- ""取消证券冻结""
- ""关证券冻结""",JUMP,"20490",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券冻结取消
stock_repo_qualification_cancel,JZYY,"- ""股票质押式回购资质取消""
- ""取消股票质押式回购资质""
- ""关股票质押式回购资质""
- ""注销股票质押式回购资质业务""",JUMP,"20290",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,股票质押式回购资质取消
third_party_custodian_cancel,JZYY,"- ""三方存管销户""
- ""注销三方存管""
- ""撤销存管银行业务""
- ""撤销证券资金账号""
- ""撤销指定银行三方存管服务""
- ""撤销银证转账服务""",JUMP,"20322",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,三方存管销户
unqualified_securities_account_cancel,JZYY,"- ""不合格证券账户销户""
- ""销不合格证券账户""
- ""注销不合格证券账户""",JUMP,"20223",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,不合格证券账户销户
wealth_management_capital_account_cancel,JZYY,"- ""理财资金账户销户""
- ""销理财资金账户""
- ""注销理财资金账户""",JUMP,"20551",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,理财资金账户销户
agent_info_modify,JZYY,"- ""代理人信息修改""
- ""改代理人信息""
- ""修改代理人的非关键信息（证件有效期、手机号码、电子邮箱、联系地址）""",JUMP,"20005",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,代理人信息修改
capital_account_category_modify,JZYY,"- ""资金账户类别修改""
- ""改资金账户类别""",JUMP,"20132",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金账户类别修改
capital_account_interest_rate_modify,JZYY,"- ""资金账户利率修改""
- ""改资金账户利率""",JUMP,"20133",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金账户利率修改
capital_account_operation_mode_modify,JZYY,"- ""资金账户操作方式修改""
- ""改资金账户操作方式""
- ""证券资金账户操作方式修改""
- ""贵金属资金账户操作方式修改""",JUMP,"20026",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金账户操作方式修改
custodian_bank_account_adjustment,JZYY,"- ""存管银行账号调整""",JUMP,"20396",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,存管银行账号调整
custodian_bank_identity_info_modify,JZYY,"- ""存管银行身份信息修改""
- ""改存管银行身份信息""
- ""账户和银行账户身份信息不一致""
- ""股票期权业务的银衍银行身份信息修改""",JUMP,"20398",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,存管银行身份信息修改
customer_code_special_modify,JZYY,"- ""客户代码特殊修改""
- ""改客户代码特殊信息""
- ""机构客户修改客户代码层面的机构产品类型""
- ""机构客户修改客户代码层面的机构简称""
- ""机构客户修改客户代码账户备注""
- ""个人客户修改创业板第二联系人姓名""
- ""个人客户修改第二联系人联系方式""
- ""个人客户修改客户代码账户备注""",JUMP,"20083",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,客户代码特殊修改
forex_account_info_modify,JZYY,"- ""外汇账户信息修改""
- ""改外汇账户信息""",JUMP,"20176",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,外汇账户信息修改
forex_capital_account_business_change,JZYY,"- ""外汇资金账户业务变更""
- ""改外汇资金账户业务""",JUMP,"20173",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,外汇资金账户业务变更
fund_account_info_modify,JZYY,"- ""基金账号资料修改""
- ""改基金账号资料""",JUMP,"20403",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,基金账号资料修改
org_aml_info_modify,JZYY,"- ""机构反洗钱信息修改""
- ""改机构反洗钱信息""",JUMP,"20097",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,机构反洗钱信息修改
org_id_info_modify,JZYY,"- ""机构身份信息修改""
- ""改机构身份信息""
- ""修改机构三要素信息（证件类别、证件号码、客户全称）""",JUMP,"20082",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,机构身份信息修改
org_three_in_one_info_modify,JZYY,"- ""机构三证合一信息修改""
- ""改机构三证合一信息""",JUMP,"20080",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,机构三证合一信息修改
otc_options_info_modify,JZYY,"- ""场外期权信息修改""
- ""改场外期权信息""",JUMP,"20359",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,场外期权信息修改
pboc_report_flag_modify,JZYY,"- ""人行报送标识修改""
- ""改人行报送标识""",JUMP,"20018",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,人行报送标识修改
personal_id_info_modify,JZYY,"- ""个人身份信息修改""
- ""改个人身份信息""
- ""修改三要素信息（证件类别、证件号码、客户全称）""",JUMP,"20081",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,个人身份信息修改
return_swap_info_modify,JZYY,"- ""收益互换信息修改""
- ""改收益互换信息""",JUMP,"20487",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,收益互换信息修改
securities_fund_account_modify,JZYY,"- ""证券理财账户修改""
- ""改证券理财账户""",JUMP,"20352",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券理财账户修改
tax_resident_identity_modify,JZYY,"- ""税收居民身份修改""
- ""改税收居民身份""",JUMP,"20211",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,税收居民身份修改
tax_resident_info_modify,JZYY,"- ""税收居民信息修改""
- ""改税收居民信息""",JUMP,"20100",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,税收居民信息修改
ukey_certificate_update,JZYY,"- ""UKEY数字证书更新""
- ""更新UKEY数字证书有效期""
- ""UKEY数字证书有效期延长""",JUMP,"20376",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,UKEY数字证书更新
account_forex_opening,JZYY,"- ""账户外汇开户""
- ""开账户外汇""
- ""账户外汇""",JUMP,"20395",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,账户外汇开户
agency_relationship_establish,JZYY,"- ""代理关系建立""
- ""长期授权委托""
- ""长期授权建立""
- ""长期授权建立代理关系""",JUMP,"20004",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,代理关系建立
customer_code_multi_open_account,JZYY,"- ""客户代码开户(多开)""
- ""开客户代码(多开)""
- ""客户代码(多开)""",JUMP,"20339",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,客户代码开户(多开)
deferred_tax_pension_account_opening,JZYY,"- ""个税递延养老账户开户""
- ""开个税递延养老账户""
- ""个税递延养老账户""",JUMP,"20482",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,个税递延养老账户开户
etf_offline_stock_subscription_pledge_sign,JZYY,"- ""ETF网下股票认购承诺函签署""
- ""签ETF网下股票认购承诺函""
- ""ETF股票认购承诺函""",JUMP,"20483",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,ETF网下股票认购承诺函签署
forex_currency_code_opening,JZYY,"- ""外汇货币代码开户""
- ""开外汇货币代码""
- ""外汇货币代码""",JUMP,"20156",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,外汇货币代码开户
forex_joint_account_opening,JZYY,"- ""外汇账户联合开户""
- ""开外汇账户联合""
- ""外汇账户联合""",JUMP,"20150",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,外汇账户联合开户
fund_electronic_contract_sign,JZYY,"- ""基金电子合同签署""
- ""签基金电子合同""",JUMP,"20471",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,基金电子合同签署
fund_paper_contract_sign,JZYY,"- ""基金纸质合同签署""
- ""签基金纸质合同""",JUMP,"20479",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,基金纸质合同签署
non_third_party_securities_fund_account_opening,JZYY,"- ""非三方证券理财账户开户""
- ""开非三方证券理财账户""
- ""非三方证券理财账户""",JUMP,"20351",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,非三方证券理财账户开户
open_end_fund_risk_disclosure_sign,JZYY,"- ""开放式基金风险揭示书签署""
- ""签开放式基金风险揭示书""",JUMP,"20066",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,开放式基金风险揭示书签署
otc_options_joint_opening,JZYY,"- ""场外期权联合开户""
- ""开场外期权联合""
- ""场外期权联合""",JUMP,"20358",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,场外期权联合开户
product_contract_sign,JZYY,"- ""产品合同签署""
- ""签产品合同""",JUMP,"20355",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,产品合同签署
return_swap_joint_opening,JZYY,"- ""收益互换联合开户""
- ""开收益互换联合""
- ""收益互换联合""",JUMP,"20393",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,收益互换联合开户
securities_account_multi_attach_opening,JZYY,"- ""证券账户开户(多挂)""
- ""开证券账户(多挂)""
- ""证券账户(多挂)""",JUMP,"20232",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,证券账户开户(多挂)
sz_bond_qualification_suspend_open,JZYY,"- ""深圳暂停债券资格开通""
- ""开深圳暂停债券资格""
- ""深圳暂停债券资格""",JUMP,"20275",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,深圳暂停债券资格开通
unified_account_opening_image_parallel,JZYY,"- ""联合开户影像并行""
- ""开联合影像并行""
- ""联合影像并行""",JUMP,"20386",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,联合开户影像并行
whitelist_repo_open,JZYY,"- ""白名单客户开通正回购""
- ""开白名单客户正回购""
- ""白名单客户正回购""
- ""已开通正回购的客户再次开通正回购""",JUMP,"20098",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,白名单客户开通正回购
fund_password_reset,JZYY,"- ""资金密码重置""",JUMP,"20008",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金密码重置
transaction_password_reset,JZYY,"- ""交易密码重置""",JUMP,"20010",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,交易密码重置
mobile_phone_query,JZYY,"- ""移动电话查询""
- ""查移动电话""",JUMP,"20333",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,移动电话查询
trading_system_custodian_bank_query,JZYY,"- ""交易系统存管银行查询""
- ""查交易系统存管银行""",JUMP,"20304",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,交易系统存管银行查询
digital_certificate_enhancement,JZYY,"- ""数字证书增信""",JUMP,"20392",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,数字证书增信
